core_id,is_validated,generator_provider,generator_model,generator_sample_id,generator_bucket,judge_provider,judge_model,judge_bucket,is_matching,pair_type,gold_has_induced_error,contains_factual_error,verdict,wrong_claim,supporting_source_passage_id,modified_passage_ids,perturbation_type,behavior_label
garage_core_c12aed27433f,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,using higher-order fully implicit Runge–Kutta time integrators combined with the relaxation technique and adaptive step-size control,0,0,entity_substitution,context_follow
garage_core_c1cce6a4e126,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"By contrast, ASC 842 is described here as using a single model that classifies all leases as operating leases, without separate classification criteria.",0,0;1;4;6;8;11;13,relation_inversion,context_follow
garage_core_c2065a3d6e4b,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,A key concern is safety: MORL and related RL approaches are described as integrating safety constraints or safety specifications so agents can pursue primary tasks without unsafe actions.,8,1;4;5;8;9,causal_change,both_claims
garage_core_c2a49e32b052,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"Because Amazon’s model still requires an in-person dealership visit to finalize purchases, dealerships are likely to remain part of the process but may need to differentiate by emphasizing services such as trade-ins, service, or specialized offerings.",4,4;5;7;11;13;14,negation_modality,context_follow
garage_core_c46f50f6482b,False,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,0;1;3;4;6;9;10;13,entity_substitution,unrelated_or_failed
garage_core_c4cf9ec61125,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"the second is led by Artistic Directors Julian Raby, Amin Jaffer, and Abdul Rahman Azzam, with Ahmed Mater leading/contributing to the curation of contemporary art.",14,5;14,entity_substitution,context_follow
garage_core_c5202a031733,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"Recent statements suggest a second Trump administration could support inventors and small businesses by increasing regulation, which some tech executives believe could bring greater market stability and consumer trust.",3,2;3,relation_inversion,context_follow
garage_core_c6773a63b796,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,too narrow a range may fail to produce enough specialization,1,0;1;2;4;7;10,causal_change,context_follow
garage_core_c7714fab186f,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"Several say trademark strategy has changed little because EU trademarks continue to receive automatic UK protection, so businesses do not need separate UK filings or major strategy changes to keep protection in both markets.",3,0;3;7;8;10;12,relation_inversion,both_claims
garage_core_c8d51f6702a5,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,The breakdown is linked to intermittent molecular cage escape timings.,6,6;8,causal_change,context_follow
garage_core_ca84f8e96461,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,4,negation_modality,unrelated_or_failed
garage_core_cbc2e4ad553b,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,reports link him to moving Alan Shearer off Match of the Day after 25 years while keeping him for other BBC football coverage.,1,1;4;5;6;11,entity_substitution,context_follow
garage_core_cc73279e25b7,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,2;9,entity_substitution,unrelated_or_failed
garage_core_cf6bb1330483,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,The only primary opponent specifically identified in the passages as one he defeated was Marianne Williamson [0][7].,0,0;7,entity_substitution,context_follow
garage_core_d08589f47844,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,TAP pleaded guilty to fraudulent sales and marketing practices and agreed to a $475 million settlement covering criminal charges and civil liabilities related to Lupron pricing and marketing conduct.,12,3;12,numerical_shift,context_follow
garage_core_d0ee30d8bdf4,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,12,numerical_shift,unrelated_or_failed
garage_core_d11407a62575,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,Regulations such as the EU’s stricter data protection laws can impose mandatory operational shutdowns for noncompliance,2,2;8;9,entity_substitution,context_follow
garage_core_d1b1bc216638,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"A key vDefend update was Project Redwood, a generative AI-driven co-pilot that accelerates alert triage and remediation; it helps investigate high-risk threat campaigns, explains threats in natural language, recommends remediation, and can enforce selected remediation through vDefend.",4,2;4;12,entity_substitution,context_follow
garage_core_d1ddcd462f63,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,Datametrex said the cancellation of 12 million unvested RSUs aligned with its operational goals by keeping its incentive plan aligned with those goals and reducing equity dilution.,4,4,causal_change,context_follow
garage_core_d435e9143c9e,False,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,False,correct,,,0;9;11;12;14,entity_substitution,both_claims
garage_core_d45696c3ed3b,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,10;14,temporal_shift,unrelated_or_failed
garage_core_d5a381c6b636,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,False,correct,,,0;1;4;5;6;7;9;13,entity_substitution,context_follow
garage_core_d74e1abbb242,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,False,correct,,,1;5;6;11;12,causal_change,context_follow
garage_core_d7c831ba8d7b,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"Its satellite network does not depend on laying fiber or cable and can reach locations where traditional infrastructure is costly or difficult to build, including mountainous areas.",0,0;3;5;7;10;13,location_change,context_follow
garage_core_d7fee28f66d0,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,But other passages say proposed HIPAA changes could limit patient rights to access their own PHI and even lengthen the time for responding to requests for copies of medical records [13].,13,11;13,negation_modality,both_claims
garage_core_d80250c759c9,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"In 1Q 2024, Tesla’s energy margin was 14.6%, while its automotive margin was 18.5%, so energy was 3.9 percentage points lower than automotive.",0,0;2;5;6;11,relation_inversion,context_follow
garage_core_d8b26bde29e9,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"The dip could create room for future rallies because many analysts still see meaningful upside in NVDA, with an average target of about $165 versus a $134.70 close, implying more than 22% upside, and most analysts expecting more gains ahead.",2,2,numerical_shift,context_follow
garage_core_da3ea1821e62,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"Passages name these celebrities as attending or performing at Donald Trump’s second inauguration or its related festivities: Logan Paul, Jake Paul, Elon Musk, Theo Von, Dana White, Amber Rose, Caitlyn Jenner, the Nelk Boys, Bryce Hall, Megyn Kelly, Miranda Lambert, Lee Greenwood, Christopher Macchio, the Village People, Kid Rock, Billy Ray Cyrus, Rascal Flatts, and figures also described as expected attendees or acts such as Waka Flocka, Fivio Foreign, Anton Daniels, and Antonio Brown.",,5;10,entity_substitution,context_follow
garage_core_dc05f480818c,False,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"In response, Live Nation’s Crew Nation Global Relief Fund committed $1 million for performing musicians, live music crew, and other live music industry workers affected in San Diego, with grants of up to $5,000 available, while Live Nation also provided direct relief to impacted employees through its Taking Care of Our Own program.",0,0;1;2;3;4;5;7;9;10;11;12;13;14,location_change,context_follow
garage_core_dc3ec1a1b392,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,2;12,temporal_shift,unrelated_or_failed
garage_core_e051f4c8658a,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,3,entity_substitution,unrelated_or_failed
garage_core_e0e62a97b0fb,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,True,incorrect,while other passages inconsistently claim it discourages adoption [3][11][14].,3,3;11;14,relation_inversion,conflict_awareness
garage_core_e12be44d6371,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,False,correct,,,2;3;5;8,temporal_shift,both_claims
garage_core_e24d11bbb145,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,False,correct,,,11,causal_change,context_follow
garage_core_e32697fd4101,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"The European Commission’s Green Deal aims to put the EU on a green transition path by reducing greenhouse-gas emissions, supporting green technologies and jobs, modernising the energy system, promoting clean energy and a circular economy, and ultimately achieving climate neutrality/carbon neutrality by 2045.",0,0;1;2;3;4;12,temporal_shift,context_follow
garage_core_e335db742bb2,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,7,entity_substitution,unrelated_or_failed
garage_core_e354209ea42e,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,8,numerical_shift,unrelated_or_failed
garage_core_e5a3b3cca5fa,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,True,incorrect,"The passages say they strained relationships with allies, including European and Middle Eastern countries, because policies targeting refugees, asylum seekers, and migrants clashed with allies’ human-rights and asylum priorities.",0,0;10,location_change,
garage_core_e6452d6fb02e,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"In that reshaped race, Tatum has become the new odds-on favorite for MVP.",5,1;3;5;6;14,entity_substitution,context_follow
garage_core_e755dc6175f4,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,The passages say capital expenditure can sometimes boost short-term profitability through tax incentives and efficiency gains [3].,3,0;1;3;5;6;7;8,relation_inversion,context_follow
garage_core_e7c02caa2798,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,1;6,entity_substitution,unrelated_or_failed
garage_core_e7d0f61fc7c4,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"Gaza’s reconstruction could increase the influence of Qatar and Turkey, which are described as supporters of Hamas and allies of Iran.",7,7,entity_substitution,context_follow
garage_core_e8145fd8b043,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,9,causal_change,unrelated_or_failed
garage_core_e9a3e475d40a,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"Examples in the passages describe technologically advanced countries such as Finland as having strong innovation, R&D, and thriving high-tech sectors.",8,8;9;13,entity_substitution,context_follow
garage_core_e9ad5e94466a,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,0;3;5;11;14,entity_substitution,unrelated_or_failed
garage_core_eaca66afc0fb,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,False,correct,,,3;4;7;10;11,causal_change,both_claims
garage_core_ec35c04e4239,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,3;4;5,entity_substitution,unrelated_or_failed
garage_core_ec66d37be7fd,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,5;10,entity_substitution,unrelated_or_failed
garage_core_ee313644f248,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"For actor-critic jobs, it can use CPU instances to learn the policy network and GPU instances to collect experiences, which speeds training while optimizing costs.",6,6,relation_inversion,context_follow
garage_core_ee6ffca21cf4,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,1;10,entity_substitution,unrelated_or_failed
garage_core_eec4a2944c8b,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,True,incorrect,"The UN is described as having a broader mandate that includes economic aid, human rights, and international law, while NATO is primarily focused on military cooperation and defense.",8,3;8,entity_substitution,unrelated_or_failed
garage_core_ef0f5c67d2f6,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,2,causal_change,unrelated_or_failed
garage_core_efd888d7d5b0,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"The passages say the layoffs are part of a broader strategy to reduce expenses while Amazon faces the massive capital requirements of Project Kuiper, including satellite development and related investment needs.",,1;2;4;5;10;14,causal_change,context_follow
garage_core_f0f7ef83c62c,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"The remaining film and television nominations, originally scheduled for January 10, 2025, were postponed twice because of the wildfires and were ultimately announced on January 23, 2025.",2,2;5;6;7;9;13,temporal_shift,context_follow
garage_core_f15c0ea4a9be,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,False,correct,,,3;6;14,entity_substitution,context_follow
garage_core_f4debef306ae,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"In 2025, Nova Scotia will raise income assistance by 7.4% and then adjust it annually based on the consumer price index.",3,2;3;7;8,numerical_shift,context_follow
garage_core_f5112318599f,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"On the other hand, reports say she faced severe trolling after filing the Rs 100 crore case, and there were accusations that her image was being “white-washed.”",10,0;1;2;9;10;11,numerical_shift,context_follow
garage_core_f5812fdc0f2c,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"For NLS specifically, methods such as finite difference discretize the equation into algebraic equations and then solve them iteratively, including with Adams-Bashforth time stepping.",7,7;12;14,entity_substitution,context_follow
garage_core_f7e597e9785e,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,2;9,numerical_shift,unrelated_or_failed
garage_core_f905ef71a405,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"In addition, it announced $175 million in new funding to develop mRNA vaccines against new biological threats and said it was speeding up bird flu testing,",2,2,numerical_shift,context_follow
garage_core_f925d9218c51,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"In travel, unclear and changing compliance rules can make Bitcoin payments difficult to process consistently for businesses such as agencies selling airline tickets.",0,0;13,causal_change,context_follow
garage_core_f9e0a610a7a0,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,0,numerical_shift,unrelated_or_failed
garage_core_fb2e057b5766,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,True,incorrect,"They only say that “American Primeval” is a standout, highly anticipated 2025 Netflix show and a must-watch for the author [3][13]",13,3;13,entity_substitution,refusal_or_insufficient
garage_core_fbda1775e0c9,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,False,correct,,,0;6,causal_change,context_follow
garage_core_fd1db4d0c4c6,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,False,False,correct,,,5;10;12,affiliation_change,unrelated_or_failed
garage_core_fde545a8dd8c,True,azure-gpt,gpt-5.4,0,GPT,gemini,gemini-3.5-flash,Gemini,False,cross_provider_family,True,True,incorrect,"DRG and PPS give facilities a cost-plus reimbursement based on actual patient-treatment costs rather than the diagnosis and/or procedure, which increases facilities’ incentive to expand spending on many healthcare products",3,0;3;4;5;8;9;10;13,relation_inversion,context_follow
garage_core_01dba3a2c992,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"""a 35% league-wide jump with total attendance of 2,353,735 (highest in 22 seasons)""",1,1;3;12,numerical_shift,context_follow
garage_core_034b9f6d9dde,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"The Earned Income Tax Credit amount also rises, potentially increasing refunds further for eligible filers [7][10].",7,7,entity_substitution,context_follow
garage_core_039e53761080,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"RL contributes to personalized learning experiences in education by enabling adaptive systems that tailor curriculum difficulty, study schedules, and feedback to each learner's needs and preferences based on their interactions and performance [2][5][12].",2,2;5,entity_substitution,context_follow
garage_core_042d8b39db82,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,It reduces costs by up to 80% and latency by up to 85% for supported models.,5,3;5;7;8;10;13,numerical_shift,context_follow
garage_core_06999cfa8e16,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,False,False,correct,,3,3;10,entity_substitution,refusal_or_insufficient
garage_core_0851ad0275ed,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"""Humidity and acoustic sensors are the most widely used in predictive maintenance applications involving IoT, appearing in 60.71% and 46.42% of analyzed cases respectively [0].""",0,0,ranking_flip,context_follow
garage_core_0870283d18c7,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,False,True,incorrect,"""The provided passages do not contain sufficient information on Medicare's specific 2024 telehealth changes or their direct influence on retirees' healthcare costs.""",4,7,temporal_shift,refusal_or_insufficient
garage_core_09364325cbd0,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"""challenges in securing informed consent for edits affecting future generations [4][11]""",14,0;4;6;7;11;13,causal_change,both_claims
garage_core_09b2b6d3b9b0,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,False,True,incorrect,Abbott and Mead Johnson faced plaintiff verdicts in separate infant formula litigation [0][2].,2,2,relation_inversion,refusal_or_insufficient
garage_core_0c96c7913d77,False,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,False,False,correct,,,6;11;13,numerical_shift,unrelated_or_failed
garage_core_0d773b0f74cc,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,False,False,correct,,,5;8;9;13,temporal_shift,refusal_or_insufficient
garage_core_0db0e9df902e,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"""Abbott estimates the fair value of its stock options for compensation accounting using the binomial option-pricing model [5][14].""",14,3;5;11;12;14,entity_substitution,context_follow
garage_core_0de929fc524c,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,False,False,correct,,,7,temporal_shift,unrelated_or_failed
garage_core_0f63804f4501,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,False,False,correct,,,5,numerical_shift,unrelated_or_failed
garage_core_12bed56b12e4,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"""Galleries now display 700 objects in an uninterrupted chronological sequence uniting historic and contemporary collections on the third floor""",6,2;4;5;6,location_change,context_follow
garage_core_13f92c5d6399,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,False,False,correct,,,0;7,relation_inversion,refusal_or_insufficient
garage_core_150f1e028706,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"""Customers would lose federal guarantees on deposits up to $100,000""",1,1;4;7,numerical_shift,context_follow
garage_core_153f388a9442,False,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,False,True,incorrect,"""...but contain no information on Fed communications.""",12,10,temporal_shift,refusal_or_insufficient
garage_core_160e7fa6915a,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,False,correct,,2,2;7,causal_change,context_follow
garage_core_17b45ab01839,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"""the Victoria and Albert Museum ... lost almost £40m in the first year [9]""",9,9,numerical_shift,context_follow
garage_core_184bd95e7fe5,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,False,True,incorrect,"""The provided passages do not contain sufficient information to identify Mayfield Fund's support for UC Berkeley initiatives or their long-term benefits.""",0,5;8,numerical_shift,refusal_or_insufficient
garage_core_189bfb8b503c,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"""The Magnificent Seven tech stocks are projected to post a combined earnings increase of 15% in 2025""",0,0;9,numerical_shift,context_follow
garage_core_1a4a1172905e,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,False,False,correct,,,13,entity_substitution,unrelated_or_failed
garage_core_1a907f00da12,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"""Their 2024 album COSMOS 1, Ye's first collaborative project since Kids See Ghosts, fuses Ye's production with Ty Dolla $ign's smooth vocals...""",5,1;4;5;6;10;11;13,entity_substitution,context_follow
garage_core_1abf96710f12,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"""The proposed neuromorphic SNN system detects HFOs with rates comparable to published datasets and predicts postsurgical seizure outcome with state-of-the-art accuracy, specificity, and sensitivity of 85%, 100%, and 33% respectively [10][12].""",10,10;12,numerical_shift,context_follow
garage_core_1b3cc90c7e28,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"""Lawrence Lindsey is mentioned only in a 2001 disclosure as having received a $5,000,000 consulting fee from Enron [6].""",6,6,numerical_shift,refusal_or_insufficient
garage_core_1c2cc6549484,False,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,False,False,correct,,,7;10;13,location_change,unrelated_or_failed
garage_core_1ceae22791f4,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"""varying regulations across countries that complicate collaboration and raise ethical questions [3]""",,4;8;14,causal_change,context_follow
garage_core_1d2014cd74f3,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,False,True,incorrect,"""The grounding passages do not reference Goddard’s Law, so its impact on pet store sales cannot be determined from the provided information.""",10,6;8;9;11;13;14,entity_substitution,refusal_or_insufficient
garage_core_1d3081412b37,False,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"""Run Away""",1,1;3;5;7;8;9;11;12;13,entity_substitution,context_follow
garage_core_1da0b7cca458,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"""requiring water treatment facilities and municipal utilities to eliminate five specific compounds""",10,10;11,numerical_shift,context_follow
garage_core_1dd9da9a103d,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"""The new Cat Management Framework lifts the 24-year ban on cat ownership in HDB flats""",12,1;9;12,temporal_shift,context_follow
garage_core_1e0fc9249f44,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,the 1994 disappearance mystery involving mind-controlling parasites,0,0,entity_substitution,context_follow
garage_core_1e369d26fda1,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,False,True,incorrect,"""requires mandatory impartiality training for all staff [10][11]""",11,2,negation_modality,unrelated_or_failed
garage_core_1e8593adc759,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,ETH Zurich's new ultra-short high-power laser pulses benefit most microelectronics fabrication and precise measurements.,1,1;3;4,entity_substitution,both_claims
garage_core_1ec2f7ab355c,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,False,False,correct,,,13,entity_substitution,memory_override
garage_core_1ed95f043a07,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,False,False,correct,,,3,entity_substitution,refusal_or_insufficient
garage_core_1f47d7988f24,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,“but explicitly did not secure the man’s release from institutions [6][7].”,7,6;7;9,causal_change,context_follow
garage_core_20357c5219b5,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,False,False,correct,,,4,causal_change,refusal_or_insufficient
garage_core_2049ca00e485,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"""Key agreements included the Baku Finance Goal to mobilize $1.3 trillion annually in climate finance for developing countries (with a $400 billion per year target by 2035)""",2,2;5,numerical_shift,context_follow
garage_core_21b53488289b,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,True,True,incorrect,"""while providing 2025 guidance of $52-55 billion fueled by incretin therapies, new product launches including for OSA, and expanded manufacturing capacity""",2,2;5;6;8,numerical_shift,context_follow
garage_core_21e18a206c60,True,grok,grok-4.3,0,Grok,azure-gpt,gpt-5.4,GPT,False,cross_provider_family,False,False,correct,,,5,entity_substitution,unrelated_or_failed
